
                            < M A T L A B (R) >
                  Copyright 1984-2022 The MathWorks, Inc.
                  R2022b (9.13.0.2049777) 64-bit (glnxa64)
                              August 24, 2022

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
Starting parallel pool (parpool) using the 'Processes' profile ...
Connected to the parallel pool (number of workers: 40).
Train FFNN - Fold #1, Cluster #1: Elapsed time is 383.308563 seconds.
Run FFNN - Fold #1, Cluster #1: Elapsed time is 0.949606 seconds.
Train FFNN - Fold #1, Cluster #2: Elapsed time is 139.792050 seconds.
Run FFNN - Fold #1, Cluster #2: Elapsed time is 0.360798 seconds.
Train FFNN - Fold #1, Cluster #3: Elapsed time is 166.963976 seconds.
Run FFNN - Fold #1, Cluster #3: Elapsed time is 0.391884 seconds.
Train FFNN - Fold #1, Cluster #4: Elapsed time is 189.055711 seconds.
Run FFNN - Fold #1, Cluster #4: Elapsed time is 0.341086 seconds.
Train FFNN - Fold #1, Cluster #5: Elapsed time is 121.166393 seconds.
Run FFNN - Fold #1, Cluster #5: Elapsed time is 0.320987 seconds.
Train FFNN - Fold #1, Cluster #6: Elapsed time is 341.105796 seconds.
Run FFNN - Fold #1, Cluster #6: Elapsed time is 0.563043 seconds.
Train FFNN - Fold #1, Cluster #7: Elapsed time is 154.717297 seconds.
Run FFNN - Fold #1, Cluster #7: Elapsed time is 0.324214 seconds.
Train FFNN - Fold #1, Cluster #8: Elapsed time is 79.052765 seconds.
Run FFNN - Fold #1, Cluster #8: Elapsed time is 0.330213 seconds.
Train FFNN - Fold #1, Cluster #9: Elapsed time is 66.201600 seconds.
Run FFNN - Fold #1, Cluster #9: Elapsed time is 0.172354 seconds.
Train FFNN - Fold #1, Cluster #10: Elapsed time is 10.742680 seconds.
Run FFNN - Fold #1, Cluster #10: Elapsed time is 0.148015 seconds.
Train FFNN - Fold #2, Cluster #1: Elapsed time is 525.168406 seconds.
Run FFNN - Fold #2, Cluster #1: Elapsed time is 0.724829 seconds.
Train FFNN - Fold #2, Cluster #2: Elapsed time is 80.390266 seconds.
Run FFNN - Fold #2, Cluster #2: Elapsed time is 0.290538 seconds.
Train FFNN - Fold #2, Cluster #3: Elapsed time is 189.926466 seconds.
Run FFNN - Fold #2, Cluster #3: Elapsed time is 0.359049 seconds.
Train FFNN - Fold #2, Cluster #4: Elapsed time is 83.195431 seconds.
Run FFNN - Fold #2, Cluster #4: Elapsed time is 0.326769 seconds.
Train FFNN - Fold #2, Cluster #5: Elapsed time is 60.121830 seconds.
Run FFNN - Fold #2, Cluster #5: Elapsed time is 0.298212 seconds.
Train FFNN - Fold #2, Cluster #6: Elapsed time is 400.242593 seconds.
Run FFNN - Fold #2, Cluster #6: Elapsed time is 0.503456 seconds.
Train FFNN - Fold #2, Cluster #7: Elapsed time is 69.938813 seconds.
Run FFNN - Fold #2, Cluster #7: Elapsed time is 0.287022 seconds.
Train FFNN - Fold #2, Cluster #8: Elapsed time is 202.888255 seconds.
Run FFNN - Fold #2, Cluster #8: Elapsed time is 0.305794 seconds.
Train FFNN - Fold #2, Cluster #9: Elapsed time is 70.414756 seconds.
Run FFNN - Fold #2, Cluster #9: Elapsed time is 0.173164 seconds.
Train FFNN - Fold #2, Cluster #10: Elapsed time is 9.412429 seconds.
Run FFNN - Fold #2, Cluster #10: Elapsed time is 0.147804 seconds.
Train FFNN - Fold #3, Cluster #1: Elapsed time is 339.322316 seconds.
Run FFNN - Fold #3, Cluster #1: Elapsed time is 0.770783 seconds.
Train FFNN - Fold #3, Cluster #2: Elapsed time is 129.439917 seconds.
Run FFNN - Fold #3, Cluster #2: Elapsed time is 0.306737 seconds.
Train FFNN - Fold #3, Cluster #3: Elapsed time is 157.175723 seconds.
Run FFNN - Fold #3, Cluster #3: Elapsed time is 0.379816 seconds.
Train FFNN - Fold #3, Cluster #4: Elapsed time is 216.512789 seconds.
Run FFNN - Fold #3, Cluster #4: Elapsed time is 0.320737 seconds.
Train FFNN - Fold #3, Cluster #5: Elapsed time is 121.292453 seconds.
Run FFNN - Fold #3, Cluster #5: Elapsed time is 0.301676 seconds.
Train FFNN - Fold #3, Cluster #6: Elapsed time is 240.748058 seconds.
Run FFNN - Fold #3, Cluster #6: Elapsed time is 0.536943 seconds.
Train FFNN - Fold #3, Cluster #7: Elapsed time is 91.625450 seconds.
Run FFNN - Fold #3, Cluster #7: Elapsed time is 0.285689 seconds.
Train FFNN - Fold #3, Cluster #8: Elapsed time is 177.020527 seconds.
Run FFNN - Fold #3, Cluster #8: Elapsed time is 0.336679 seconds.
Train FFNN - Fold #3, Cluster #9: Elapsed time is 63.613047 seconds.
Run FFNN - Fold #3, Cluster #9: Elapsed time is 0.194218 seconds.
Train FFNN - Fold #3, Cluster #10: Elapsed time is 9.031544 seconds.
Run FFNN - Fold #3, Cluster #10: Elapsed time is 0.147516 seconds.
Train FFNN - Fold #4, Cluster #1: Elapsed time is 316.311044 seconds.
Run FFNN - Fold #4, Cluster #1: Elapsed time is 0.683109 seconds.
Train FFNN - Fold #4, Cluster #2: Elapsed time is 118.088454 seconds.
Run FFNN - Fold #4, Cluster #2: Elapsed time is 0.289123 seconds.
Train FFNN - Fold #4, Cluster #3: Elapsed time is 207.016304 seconds.
Run FFNN - Fold #4, Cluster #3: Elapsed time is 0.345968 seconds.
Train FFNN - Fold #4, Cluster #4: Elapsed time is 272.733174 seconds.
Run FFNN - Fold #4, Cluster #4: Elapsed time is 0.336403 seconds.
Train FFNN - Fold #4, Cluster #5: Elapsed time is 167.439003 seconds.
Run FFNN - Fold #4, Cluster #5: Elapsed time is 0.265869 seconds.
